# 特征一,特征二,特征三,原标签,分类结果
31290.000000, 1.795307, 0.194343, 1, 1
38953.000000, 11.106979, 0.202415, 3, 3
35257.000000, 5.994413, 0.800021, 1, 3
25847.000000, 9.706062, 1.012182, 3, 3
32680.000000, 10.582992, 0.836025, 3, 3
62018.000000, 7.038266, 1.458979, 1, 1
9074.000000, 0.023771, 0.015314, 2, 2
33004.000000, 12.823982, 0.676371, 3, 3
44588.000000, 3.617770, 0.493483, 1, 1
32565.000000, 8.346684, 0.253317, 3, 3
38563.000000, 6.104317, 0.099207, 1, 3
75668.000000, 16.207776, 0.584973, 1, 1
9069.000000, 6.401969, 1.691873, 2, 2
53395.000000, 2.298696, 0.559757, 1, 1
28631.000000, 7.661515, 0.055981, 3, 3
71036.000000, 6.353608, 1.645301, 1, 1
71142.000000, 10.442780, 0.335870, 1, 1
37653.000000, 3.834509, 1.346121, 1, 1
76839.000000, 10.998587, 0.584555, 1, 1
9916.000000, 2.695935, 1.512111, 2, 2
38889.000000, 3.356646, 0.324230, 1, 1
39075.000000, 14.677836, 0.793183, 3, 3
48071.000000, 1.551934, 0.130902, 1, 1
7275.000000, 2.464739, 0.223502, 2, 2
41804.000000, 1.533216, 1.007481, 1, 1
35665.000000, 12.473921, 0.162910, 3, 3
67956.000000, 6.491596, 0.032576, 1, 1
41892.000000, 10.506276, 1.510747, 3, 3
38844.000000, 4.380388, 0.748506, 1, 3
74197.000000, 13.670988, 1.687944, 1, 1
14201.000000, 8.317599, 0.390409, 2, 3
3908.000000, 0.000000, 0.556245, 2, 2
2459.000000, 0.000000, 0.290218, 2, 2
32027.000000, 10.095799, 1.188148, 3, 3
12870.000000, 0.860695, 1.482632, 2, 2
9880.000000, 1.557564, 0.711278, 2, 2
72784.000000, 10.072779, 0.756030, 1, 1
17521.000000, 0.000000, 0.431468, 2, 2
50283.000000, 7.140817, 0.883813, 3, 3
33536.000000, 11.384548, 1.438307, 3, 3
9452.000000, 3.214568, 1.083536, 2, 2
37457.000000, 11.720655, 0.301636, 3, 3
17724.000000, 6.374475, 1.475925, 3, 3
43869.000000, 5.749684, 0.198875, 3, 3
264.000000, 3.871808, 0.552602, 2, 2
25736.000000, 8.336309, 0.636238, 3, 3
39584.000000, 9.710442, 1.503735, 3, 3
31246.000000, 1.532611, 1.433898, 1, 1
49567.000000, 9.785785, 0.984614, 3, 3
7052.000000, 2.633627, 1.097866, 2, 2
35493.000000, 9.238935, 0.494701, 3, 3
10986.000000, 1.205656, 1.398803, 2, 2
49508.000000, 3.124909, 1.670121, 1, 1
5734.000000, 7.935489, 1.585044, 2, 2
65479.000000, 12.746636, 1.560352, 1, 1
77268.000000, 10.732563, 0.545321, 1, 1
28490.000000, 3.977403, 0.766103, 1, 1
13546.000000, 4.194426, 0.450663, 2, 2
37166.000000, 9.610286, 0.142912, 3, 3
16381.000000, 4.797555, 1.260455, 2, 2
10848.000000, 1.615279, 0.093002, 2, 2
35405.000000, 4.614771, 1.027105, 1, 1
15917.000000, 0.000000, 1.369726, 2, 2
6131.000000, 0.608457, 0.512220, 2, 2
67432.000000, 6.558239, 0.667579, 1, 1
30354.000000, 12.315116, 0.197068, 3, 3
69696.000000, 7.014973, 1.494616, 1, 1
33481.000000, 8.822304, 1.194177, 3, 3
43075.000000, 10.086796, 0.570455, 3, 3
38343.000000, 7.241614, 1.661627, 3, 3
14318.000000, 4.602395, 1.511768, 2, 2
5367.000000, 7.434921, 0.079792, 2, 2
37894.000000, 10.467570, 1.595418, 3, 3
36172.000000, 9.948127, 0.003663, 3, 3
40123.000000, 2.478529, 1.568987, 1, 1
10976.000000, 5.938545, 0.878540, 2, 2
12705.000000, 0.000000, 0.948004, 2, 2
12495.000000, 5.559181, 1.357926, 2, 2
35681.000000, 9.776654, 0.535966, 3, 3
46202.000000, 3.092056, 0.490906, 1, 1
11505.000000, 0.000000, 1.623311, 2, 2
22834.000000, 4.459495, 0.538867, 1, 2
49901.000000, 8.334306, 1.646600, 3, 3
71932.000000, 11.226654, 0.384686, 1, 1
13279.000000, 3.904737, 1.597294, 2, 2
49112.000000, 7.038205, 1.211329, 3, 3
77129.000000, 9.836120, 1.054340, 1, 1
37447.000000, 1.990976, 0.378081, 1, 1
62397.000000, 9.005302, 0.485385, 1, 1
0.000000, 1.772510, 1.039873, 2, 2
15476.000000, 0.458674, 0.819560, 2, 2
40625.000000, 10.003919, 0.231658, 3, 3
36706.000000, 0.520807, 1.476008, 1, 1
28580.000000, 10.678214, 1.431837, 3, 3
25862.000000, 4.425992, 1.363842, 1, 2
63488.000000, 12.035355, 0.831222, 1, 1
33944.000000, 10.606732, 1.253858, 3, 3
30099.000000, 1.568653, 0.684264, 1, 1
13725.000000, 2.545434, 0.024271, 2, 2
36768.000000, 10.264062, 0.982593, 3, 3
64656.000000, 9.866276, 0.685218, 1, 1
14927.000000, 0.142704, 0.057455, 2, 2
43231.000000, 9.853270, 1.521432, 3, 3
66087.000000, 6.596604, 1.653574, 1, 1
19806.000000, 2.602287, 1.321481, 2, 2
41081.000000, 10.411776, 0.664168, 3, 3
10277.000000, 7.083449, 0.622589, 2, 2
7014.000000, 2.080068, 1.254441, 2, 2
17275.000000, 0.522844, 1.622458, 2, 2
31600.000000, 10.362000, 1.544827, 3, 3
59956.000000, 3.412967, 1.035410, 1, 1
42181.000000, 6.796548, 1.112153, 3, 3
51743.000000, 4.092035, 0.075804, 1, 1
5194.000000, 2.763811, 1.564325, 2, 2
30832.000000, 12.547439, 1.402443, 3, 3
7976.000000, 5.708052, 1.596152, 2, 2
14602.000000, 4.558025, 0.375806, 2, 2
41571.000000, 11.642307, 0.438553, 3, 3
55028.000000, 3.222443, 0.121399, 1, 1
5837.000000, 4.736156, 0.029871, 2, 2
39808.000000, 10.839526, 0.836323, 3, 3
20944.000000, 4.194791, 0.235483, 2, 2
22146.000000, 14.936259, 0.888582, 3, 3
42169.000000, 3.310699, 1.521855, 1, 1
7010.000000, 2.971931, 0.034321, 2, 2
3807.000000, 9.261667, 0.537807, 2, 2
29241.000000, 7.791833, 1.111416, 3, 3
52696.000000, 1.480470, 1.028750, 1, 1
42545.000000, 3.677287, 0.244167, 1, 1
24437.000000, 2.202967, 1.370399, 1, 1
16037.000000, 5.796735, 0.935893, 2, 2
8493.000000, 3.063333, 0.144089, 2, 2
68080.000000, 11.233094, 0.492487, 1, 1
59016.000000, 1.965570, 0.005697, 1, 1
11810.000000, 8.616719, 0.137419, 2, 2
68630.000000, 6.609989, 1.083505, 1, 1
7629.000000, 1.712639, 1.086297, 2, 2
71992.000000, 10.117445, 1.299319, 1, 1
13398.000000, 0.000000, 1.104178, 2, 2
26241.000000, 9.824777, 1.346821, 3, 3
11160.000000, 1.653089, 0.980949, 2, 2
76701.000000, 18.178822, 1.473671, 1, 1
32174.000000, 6.781126, 0.885340, 3, 3
45043.000000, 8.206750, 1.549223, 3, 3
42173.000000, 10.081853, 1.376745, 3, 3
69801.000000, 6.288742, 0.112799, 1, 1
41737.000000, 3.695937, 1.543589, 1, 1
46979.000000, 6.726151, 1.069380, 3, 3
79267.000000, 12.969999, 1.568223, 1, 1
4615.000000, 2.661390, 1.531933, 2, 2
32907.000000, 7.072764, 1.117386, 3, 3
37444.000000, 9.123366, 1.318988, 3, 3
569.000000, 3.743946, 1.039546, 2, 2
8723.000000, 2.341300, 0.219361, 2, 2
6024.000000, 0.541913, 0.592348, 2, 2
52252.000000, 2.310828, 1.436753, 1, 1
8358.000000, 6.226597, 1.427316, 2, 2
26166.000000, 7.277876, 0.489252, 3, 3
18471.000000, 0.000000, 0.389459, 2, 2
3386.000000, 7.218221, 1.098828, 2, 2
41544.000000, 8.777129, 1.111464, 3, 3
10480.000000, 2.813428, 0.819419, 2, 2
5894.000000, 2.268766, 1.412130, 2, 2
7273.000000, 6.283627, 0.571292, 2, 2
22272.000000, 7.520081, 1.626868, 3, 3
31369.000000, 11.739225, 0.027138, 3, 3
10708.000000, 3.746883, 0.877350, 2, 2
69364.000000, 12.089835, 0.521631, 1, 1
37760.000000, 12.310404, 0.259339, 3, 3
13004.000000, 0.000000, 0.671355, 2, 2
37885.000000, 2.728800, 0.331502, 1, 1
52555.000000, 10.814342, 0.607652, 3, 3
38997.000000, 12.170268, 0.844205, 3, 3
69698.000000, 6.698371, 0.240084, 1, 1
11783.000000, 3.632672, 1.643479, 2, 2
47636.000000, 10.059991, 0.892361, 3, 3
15744.000000, 1.887674, 0.756162, 2, 2
69058.000000, 8.229125, 0.195886, 1, 1
33057.000000, 7.817082, 0.476102, 3, 3
28681.000000, 12.277230, 0.076805, 3, 3
34042.000000, 10.055337, 1.115778, 3, 3
29928.000000, 3.596002, 1.485952, 1, 1
9734.000000, 2.755530, 1.420655, 2, 2
7344.000000, 7.780991, 0.513048, 2, 2
7387.000000, 0.093705, 0.391834, 2, 2
33957.000000, 8.481567, 0.520078, 3, 3
9936.000000, 3.865584, 0.110062, 2, 2
36094.000000, 9.683709, 0.779984, 3, 3
39835.000000, 10.617255, 1.359970, 3, 3
64486.000000, 7.203216, 1.624762, 1, 1
0.000000, 7.601414, 1.215605, 2, 2
39539.000000, 1.386107, 1.417070, 1, 1
66972.000000, 9.129253, 0.594089, 1, 1
15029.000000, 1.363447, 0.620841, 2, 2
44909.000000, 3.181399, 0.359329, 1, 1
38183.000000, 13.365414, 0.217011, 3, 3
37372.000000, 4.207717, 1.289767, 1, 1
0.000000, 4.088395, 0.870075, 2, 2
17786.000000, 3.327371, 1.142505, 2, 2
39055.000000, 1.303323, 1.235650, 1, 1
37045.000000, 7.999279, 1.581763, 3, 3
6435.000000, 2.217488, 0.864536, 2, 2
72265.000000, 7.751808, 0.192451, 1, 1
28152.000000, 14.149305, 1.591532, 3, 3
25931.000000, 8.765721, 0.152808, 3, 3
7538.000000, 3.408996, 0.184896, 2, 2
1315.000000, 1.251021, 0.112340, 2, 2
12292.000000, 6.160619, 1.537165, 2, 2
49248.000000, 1.034538, 1.585162, 1, 1
9025.000000, 0.000000, 1.034635, 2, 2
13438.000000, 2.355051, 0.542603, 2, 2
69683.000000, 6.614543, 0.153771, 1, 1
25374.000000, 10.245062, 1.450903, 3, 3
55264.000000, 3.467074, 1.231019, 1, 1
38324.000000, 7.487678, 1.572293, 3, 3
69643.000000, 4.624115, 1.185192, 1, 1
44058.000000, 8.995957, 1.436479, 3, 3
41316.000000, 11.564476, 0.007195, 3, 3
29119.000000, 3.440948, 0.078331, 1, 1
51656.000000, 1.673603, 0.732746, 1, 1
3030.000000, 4.719341, 0.699755, 2, 2
35695.000000, 10.304798, 1.576488, 3, 3
1537.000000, 2.086915, 1.199312, 2, 2
9083.000000, 6.338220, 1.131305, 2, 2
47744.000000, 8.254926, 0.710694, 3, 3
71372.000000, 16.067108, 0.974142, 1, 1
37980.000000, 1.723201, 0.310488, 1, 1
42385.000000, 3.785045, 0.876904, 1, 1
22687.000000, 2.557561, 0.123738, 1, 2
39512.000000, 9.852220, 1.095171, 3, 3
11885.000000, 3.679147, 1.557205, 2, 2
4944.000000, 9.789681, 0.852971, 2, 3
73230.000000, 14.958998, 0.526707, 1, 1
17585.000000, 11.182148, 1.288459, 3, 3
68737.000000, 7.528533, 1.657487, 1, 1
13818.000000, 5.253802, 1.378603, 2, 2
31662.000000, 13.946752, 1.426657, 3, 3
86686.000000, 15.557263, 1.430029, 1, 1
43214.000000, 12.483550, 0.688513, 3, 3
24091.000000, 2.317302, 1.411137, 1, 1
52544.000000, 10.069724, 0.766119, 3, 3
61861.000000, 5.792231, 1.615483, 1, 1
47903.000000, 4.138435, 0.475994, 1, 1
37190.000000, 12.929517, 0.304378, 3, 3
6013.000000, 9.378238, 0.307392, 2, 2
27223.000000, 8.361362, 1.643204, 3, 3
69027.000000, 7.939406, 1.325042, 1, 1
78642.000000, 10.735384, 0.705788, 1, 1
30254.000000, 11.592723, 0.286188, 3, 3
21704.000000, 10.098356, 0.704748, 3, 3
34985.000000, 9.299025, 0.545337, 3, 3
31316.000000, 11.158297, 0.218067, 3, 3
76368.000000, 16.143900, 0.558388, 1, 1
27953.000000, 10.971700, 1.221787, 3, 3
152.000000, 0.000000, 0.681478, 2, 2
9146.000000, 3.178961, 1.292692, 2, 2
75346.000000, 17.625350, 0.339926, 1, 1
26376.000000, 1.995833, 0.267826, 1, 1
35255.000000, 10.640467, 0.416181, 3, 3
19198.000000, 9.628339, 0.985462, 3, 3
12518.000000, 4.662664, 0.495403, 2, 2
25453.000000, 5.754047, 1.382742, 2, 2
12530.000000, 0.000000, 0.037146, 2, 2
62230.000000, 9.334332, 0.198118, 1, 1
9517.000000, 3.846162, 0.619968, 2, 2
71161.000000, 10.685084, 0.678179, 1, 1
1593.000000, 4.752134, 0.359205, 2, 2
33794.000000, 0.697630, 0.966786, 1, 1
39710.000000, 10.365836, 0.505898, 3, 3
16941.000000, 0.461478, 0.352865, 2, 2
69209.000000, 11.339537, 1.068740, 1, 1
4446.000000, 5.420280, 0.127310, 2, 2
9347.000000, 3.469955, 1.619947, 2, 2
55635.000000, 8.517067, 0.994858, 3, 3
65889.000000, 8.306512, 0.413690, 1, 1
10753.000000, 2.628690, 0.444320, 2, 2
7055.000000, 0.000000, 0.802985, 2, 2
7905.000000, 0.000000, 1.170397, 2, 2
53447.000000, 7.298767, 1.582346, 3, 3
9194.000000, 7.331319, 1.277988, 2, 2
61914.000000, 9.392269, 0.151617, 1, 1
15630.000000, 5.541201, 1.180596, 2, 2
79194.000000, 15.149460, 0.537540, 1, 1
12268.000000, 5.515189, 0.250562, 2, 2
33682.000000, 7.728898, 0.920494, 3, 3
26080.000000, 11.318785, 1.510979, 3, 3
19119.000000, 3.574709, 1.531514, 2, 2
30902.000000, 7.350965, 0.026332, 3, 3
63039.000000, 7.122363, 1.630177, 1, 1
51136.000000, 1.828412, 1.013702, 1, 1
35262.000000, 10.117989, 1.156862, 3, 3
42776.000000, 11.309897, 0.086291, 3, 3
64191.000000, 8.342034, 1.388569, 1, 1
15436.000000, 0.241714, 0.715577, 2, 2
14402.000000, 10.482619, 1.694972, 2, 3
6341.000000, 9.289510, 1.428879, 2, 2
14113.000000, 4.269419, 0.134181, 2, 2
6390.000000, 0.000000, 0.189456, 2, 2
8794.000000, 0.817119, 0.143668, 2, 2
43432.000000, 1.508394, 0.652651, 1, 1
38334.000000, 9.359918, 0.052262, 3, 3
34068.000000, 10.052333, 0.550423, 3, 3
30819.000000, 11.111660, 0.989159, 3, 3
22239.000000, 11.265971, 0.724054, 3, 3
28725.000000, 10.383830, 0.254836, 3, 3
57071.000000, 3.878569, 1.377983, 1, 1
72420.000000, 13.679237, 0.025346, 1, 1
28294.000000, 10.526846, 0.781569, 3, 3
9896.000000, 0.000000, 0.924198, 2, 2
65821.000000, 4.106727, 1.085669, 1, 1
7645.000000, 8.118856, 1.470686, 2, 2
71289.000000, 7.796874, 0.052336, 1, 1
5128.000000, 2.789669, 1.093070, 2, 2
13711.000000, 6.226962, 0.287251, 2, 2
22240.000000, 10.169548, 1.660104, 3, 3
15092.000000, 0.000000, 1.370549, 2, 2
5017.000000, 7.513353, 0.137348, 2, 2
10141.000000, 8.240793, 0.099735, 2, 2
35570.000000, 14.612797, 1.247390, 3, 3
46893.000000, 3.562976, 0.445386, 1, 1
8178.000000, 3.230482, 1.331698, 2, 2
55783.000000, 3.612548, 1.551911, 1, 1
1148.000000, 0.000000, 0.332365, 2, 2
10062.000000, 3.931299, 0.487577, 2, 2
74124.000000, 14.752342, 1.155160, 1, 1
66603.000000, 10.261887, 1.628085, 1, 1
11893.000000, 2.787266, 1.570402, 2, 2
50908.000000, 15.112319, 1.324132, 3, 3
39891.000000, 5.184553, 0.223382, 3, 3
65915.000000, 3.868359, 0.128078, 1, 1
65678.000000, 3.507965, 0.028904, 1, 1
62996.000000, 11.019254, 0.427554, 1, 1
36851.000000, 3.812387, 0.655245, 1, 1
36669.000000, 11.056784, 0.378725, 3, 3
38876.000000, 8.826880, 1.002328, 3, 3
26878.000000, 11.173861, 1.478244, 3, 3
46246.000000, 11.506465, 0.421993, 3, 3
12761.000000, 7.798138, 0.147917, 3, 3
35282.000000, 10.155081, 1.370039, 3, 3
68306.000000, 10.645275, 0.693453, 1, 1
31262.000000, 9.663200, 1.521541, 3, 3
34754.000000, 10.790404, 1.312679, 3, 3
13408.000000, 2.810534, 0.219962, 2, 2
30365.000000, 9.825999, 1.388500, 3, 3
10709.000000, 1.421316, 0.677603, 2, 2
24332.000000, 11.123219, 0.809107, 3, 3
45517.000000, 13.402206, 0.661524, 3, 3
6178.000000, 1.212255, 0.836807, 2, 2
10639.000000, 1.568446, 1.297469, 2, 2
29613.000000, 3.343473, 1.312266, 1, 1
22392.000000, 5.400155, 0.193494, 1, 1
51126.000000, 3.818754, 0.590905, 1, 1
53644.000000, 7.973845, 0.307364, 3, 3
51417.000000, 9.078824, 0.734876, 3, 3
24859.000000, 0.153467, 0.766619, 1, 1
61732.000000, 8.325167, 0.028479, 1, 1
71128.000000, 7.092089, 1.216733, 1, 1
27276.000000, 5.192485, 1.094409, 3, 3
30453.000000, 10.340791, 1.087721, 3, 3
18670.000000, 2.077169, 1.019775, 2, 2
70600.000000, 10.151966, 0.993105, 1, 1
12683.000000, 0.046826, 0.809614, 2, 2
81597.000000, 11.221874, 1.395015, 1, 1
69959.000000, 14.497963, 1.019254, 1, 1
8124.000000, 3.554508, 0.533462, 2, 2
18867.000000, 3.522673, 0.086725, 2, 2
80886.000000, 14.531655, 0.380172, 1, 1
55895.000000, 3.027528, 0.885457, 1, 1
31587.000000, 1.845967, 0.488985, 1, 1
10591.000000, 10.226164, 0.804403, 3, 3
70096.000000, 10.965926, 1.212328, 1, 1
53151.000000, 2.129921, 1.477378, 1, 1
11992.000000, 0.000000, 1.606849, 2, 2
33114.000000, 9.489005, 0.827814, 3, 3
7413.000000, 0.000000, 1.020797, 2, 2
10583.000000, 0.000000, 1.270167, 2, 2
58668.000000, 6.556676, 0.055183, 1, 1
35018.000000, 9.959588, 0.060020, 3, 3
70843.000000, 7.436056, 1.479856, 1, 1
14011.000000, 0.404888, 0.459517, 2, 2
35015.000000, 9.952942, 1.650279, 3, 3
70839.000000, 15.600252, 0.021935, 1, 1
3024.000000, 2.723846, 0.387455, 2, 2
5526.000000, 0.513866, 1.323448, 2, 2
5113.000000, 0.000000, 0.861859, 2, 2
20851.000000, 7.280602, 1.438470, 2, 3
40999.000000, 9.161978, 1.110180, 3, 3
15823.000000, 0.991725, 0.730979, 2, 2
35432.000000, 7.398380, 0.684218, 3, 3
53711.000000, 12.149747, 1.389088, 3, 3
64371.000000, 9.149678, 0.874905, 1, 1
9289.000000, 9.666576, 1.370330, 2, 2
60613.000000, 3.620110, 0.287767, 1, 1
18338.000000, 5.238800, 1.253646, 2, 2
22845.000000, 14.715782, 1.503758, 3, 3
74676.000000, 14.445740, 1.211160, 1, 1
34143.000000, 13.609528, 0.364240, 3, 3
14153.000000, 3.141585, 0.424280, 2, 2
9327.000000, 0.000000, 0.120947, 2, 2
18991.000000, 0.454750, 1.033280, 2, 2
9193.000000, 0.510310, 0.016395, 2, 2
2285.000000, 3.864171, 0.616349, 2, 2
9493.000000, 6.724021, 0.563044, 2, 2
2371.000000, 4.289375, 0.012563, 2, 2
13963.000000, 0.000000, 1.437030, 2, 2
2299.000000, 3.733617, 0.698269, 2, 2
5262.000000, 2.002589, 1.380184, 2, 2
4659.000000, 2.502627, 0.184223, 2, 2
17582.000000, 6.382129, 0.876581, 2, 2
27750.000000, 8.546741, 0.128706, 3, 3
9868.000000, 2.694977, 0.432818, 2, 2
18333.000000, 3.951256, 0.333300, 2, 2
3780.000000, 9.856183, 0.329181, 2, 2
18190.000000, 2.068962, 0.429927, 2, 2
11145.000000, 3.410627, 0.631838, 2, 2
68846.000000, 9.974715, 0.669787, 1, 1
26575.000000, 10.650102, 0.866627, 3, 3
48111.000000, 9.134528, 0.728045, 3, 3
43757.000000, 7.882601, 1.332446, 3, 3
